berkeley_db-CVE-2017-3604, tool 2, berkeley_db    , CVE-2017-3604  , NOT_SET        , PROTECTED_AT_PERIMETER, "Thursday - 1"
firefox-CVE-2021-43530, tool 2, firefox        , CVE-2021-43530 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43531, tool 2, firefox        , CVE-2021-43531 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43532, tool 2, firefox        , CVE-2021-43532 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43533, tool 2, firefox        , CVE-2021-43533 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43534, tool 2, firefox        , CVE-2021-43534 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43535, tool 2, firefox        , CVE-2021-43535 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43536, tool 2, firefox        , CVE-2021-43536 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43537, tool 2, firefox        , CVE-2021-43537 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43538, tool 2, firefox        , CVE-2021-43538 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43539, tool 2, firefox        , CVE-2021-43539 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43540, tool 2, firefox        , CVE-2021-43540 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43541, tool 2, firefox        , CVE-2021-43541 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43542, tool 2, firefox        , CVE-2021-43542 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43543, tool 2, firefox        , CVE-2021-43543 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43544, tool 2, firefox        , CVE-2021-43544 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43545, tool 2, firefox        , CVE-2021-43545 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-43546, tool 2, firefox        , CVE-2021-43546 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-0511, tool 2, firefox        , CVE-2022-0511  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-0843, tool 2, firefox        , CVE-2022-0843  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-1097, tool 2, firefox        , CVE-2022-1097  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-1529, tool 2, firefox        , CVE-2022-1529  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-1802, tool 2, firefox        , CVE-2022-1802  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-1887, tool 2, firefox        , CVE-2022-1887  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-2200, tool 2, firefox        , CVE-2022-2200  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22736, tool 2, firefox        , CVE-2022-22736 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22737, tool 2, firefox        , CVE-2022-22737 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22738, tool 2, firefox        , CVE-2022-22738 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22739, tool 2, firefox        , CVE-2022-22739 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22740, tool 2, firefox        , CVE-2022-22740 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22741, tool 2, firefox        , CVE-2022-22741 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22742, tool 2, firefox        , CVE-2022-22742 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22743, tool 2, firefox        , CVE-2022-22743 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22744, tool 2, firefox        , CVE-2022-22744 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22745, tool 2, firefox        , CVE-2022-22745 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22746, tool 2, firefox        , CVE-2022-22746 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22747, tool 2, firefox        , CVE-2022-22747 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22748, tool 2, firefox        , CVE-2022-22748 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22749, tool 2, firefox        , CVE-2022-22749 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22750, tool 2, firefox        , CVE-2022-22750 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22751, tool 2, firefox        , CVE-2022-22751 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22752, tool 2, firefox        , CVE-2022-22752 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22753, tool 2, firefox        , CVE-2022-22753 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22754, tool 2, firefox        , CVE-2022-22754 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22755, tool 2, firefox        , CVE-2022-22755 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22756, tool 2, firefox        , CVE-2022-22756 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22757, tool 2, firefox        , CVE-2022-22757 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22758, tool 2, firefox        , CVE-2022-22758 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22759, tool 2, firefox        , CVE-2022-22759 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22760, tool 2, firefox        , CVE-2022-22760 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22761, tool 2, firefox        , CVE-2022-22761 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22762, tool 2, firefox        , CVE-2022-22762 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22763, tool 2, firefox        , CVE-2022-22763 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-22764, tool 2, firefox        , CVE-2022-22764 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-2505, tool 2, firefox        , CVE-2022-2505  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26381, tool 2, firefox        , CVE-2022-26381 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26382, tool 2, firefox        , CVE-2022-26382 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26383, tool 2, firefox        , CVE-2022-26383 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26384, tool 2, firefox        , CVE-2022-26384 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26385, tool 2, firefox        , CVE-2022-26385 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26387, tool 2, firefox        , CVE-2022-26387 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26485, tool 2, firefox        , CVE-2022-26485 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-26486, tool 2, firefox        , CVE-2022-26486 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28281, tool 2, firefox        , CVE-2022-28281 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28282, tool 2, firefox        , CVE-2022-28282 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28283, tool 2, firefox        , CVE-2022-28283 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28284, tool 2, firefox        , CVE-2022-28284 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28285, tool 2, firefox        , CVE-2022-28285 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28286, tool 2, firefox        , CVE-2022-28286 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28287, tool 2, firefox        , CVE-2022-28287 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28288, tool 2, firefox        , CVE-2022-28288 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-28289, tool 2, firefox        , CVE-2022-28289 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29909, tool 2, firefox        , CVE-2022-29909 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29910, tool 2, firefox        , CVE-2022-29910 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29911, tool 2, firefox        , CVE-2022-29911 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29912, tool 2, firefox        , CVE-2022-29912 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29914, tool 2, firefox        , CVE-2022-29914 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29915, tool 2, firefox        , CVE-2022-29915 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29916, tool 2, firefox        , CVE-2022-29916 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29917, tool 2, firefox        , CVE-2022-29917 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-29918, tool 2, firefox        , CVE-2022-29918 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31736, tool 2, firefox        , CVE-2022-31736 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31737, tool 2, firefox        , CVE-2022-31737 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31738, tool 2, firefox        , CVE-2022-31738 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31739, tool 2, firefox        , CVE-2022-31739 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31740, tool 2, firefox        , CVE-2022-31740 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31741, tool 2, firefox        , CVE-2022-31741 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31742, tool 2, firefox        , CVE-2022-31742 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31743, tool 2, firefox        , CVE-2022-31743 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31744, tool 2, firefox        , CVE-2022-31744 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31745, tool 2, firefox        , CVE-2022-31745 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31746, tool 2, firefox        , CVE-2022-31746 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31747, tool 2, firefox        , CVE-2022-31747 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-31748, tool 2, firefox        , CVE-2022-31748 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-3266, tool 2, firefox        , CVE-2022-3266  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34468, tool 2, firefox        , CVE-2022-34468 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34469, tool 2, firefox        , CVE-2022-34469 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34470, tool 2, firefox        , CVE-2022-34470 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34471, tool 2, firefox        , CVE-2022-34471 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34472, tool 2, firefox        , CVE-2022-34472 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34473, tool 2, firefox        , CVE-2022-34473 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34474, tool 2, firefox        , CVE-2022-34474 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34475, tool 2, firefox        , CVE-2022-34475 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34476, tool 2, firefox        , CVE-2022-34476 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34477, tool 2, firefox        , CVE-2022-34477 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34478, tool 2, firefox        , CVE-2022-34478 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34479, tool 2, firefox        , CVE-2022-34479 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34480, tool 2, firefox        , CVE-2022-34480 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34481, tool 2, firefox        , CVE-2022-34481 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34482, tool 2, firefox        , CVE-2022-34482 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34483, tool 2, firefox        , CVE-2022-34483 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-34484, tool 2, firefox        , CVE-2022-34484 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36314, tool 2, firefox        , CVE-2022-36314 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36315, tool 2, firefox        , CVE-2022-36315 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36316, tool 2, firefox        , CVE-2022-36316 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36317, tool 2, firefox        , CVE-2022-36317 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36318, tool 2, firefox        , CVE-2022-36318 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36319, tool 2, firefox        , CVE-2022-36319 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-36320, tool 2, firefox        , CVE-2022-36320 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38472, tool 2, firefox        , CVE-2022-38472 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38473, tool 2, firefox        , CVE-2022-38473 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38474, tool 2, firefox        , CVE-2022-38474 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38475, tool 2, firefox        , CVE-2022-38475 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38477, tool 2, firefox        , CVE-2022-38477 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-38478, tool 2, firefox        , CVE-2022-38478 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40956, tool 2, firefox        , CVE-2022-40956 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40957, tool 2, firefox        , CVE-2022-40957 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40958, tool 2, firefox        , CVE-2022-40958 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40959, tool 2, firefox        , CVE-2022-40959 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40960, tool 2, firefox        , CVE-2022-40960 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40961, tool 2, firefox        , CVE-2022-40961 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-40962, tool 2, firefox        , CVE-2022-40962 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42927, tool 2, firefox        , CVE-2022-42927 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42928, tool 2, firefox        , CVE-2022-42928 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42929, tool 2, firefox        , CVE-2022-42929 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42930, tool 2, firefox        , CVE-2022-42930 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42931, tool 2, firefox        , CVE-2022-42931 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-42932, tool 2, firefox        , CVE-2022-42932 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45403, tool 2, firefox        , CVE-2022-45403 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45404, tool 2, firefox        , CVE-2022-45404 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45405, tool 2, firefox        , CVE-2022-45405 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45406, tool 2, firefox        , CVE-2022-45406 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45407, tool 2, firefox        , CVE-2022-45407 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45408, tool 2, firefox        , CVE-2022-45408 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45409, tool 2, firefox        , CVE-2022-45409 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45410, tool 2, firefox        , CVE-2022-45410 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45411, tool 2, firefox        , CVE-2022-45411 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45412, tool 2, firefox        , CVE-2022-45412 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45413, tool 2, firefox        , CVE-2022-45413 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45415, tool 2, firefox        , CVE-2022-45415 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45416, tool 2, firefox        , CVE-2022-45416 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45417, tool 2, firefox        , CVE-2022-45417 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45418, tool 2, firefox        , CVE-2022-45418 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45419, tool 2, firefox        , CVE-2022-45419 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45420, tool 2, firefox        , CVE-2022-45420 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-45421, tool 2, firefox        , CVE-2022-45421 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46871, tool 2, firefox        , CVE-2022-46871 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46872, tool 2, firefox        , CVE-2022-46872 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46873, tool 2, firefox        , CVE-2022-46873 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46874, tool 2, firefox        , CVE-2022-46874 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46875, tool 2, firefox        , CVE-2022-46875 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46877, tool 2, firefox        , CVE-2022-46877 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46878, tool 2, firefox        , CVE-2022-46878 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46879, tool 2, firefox        , CVE-2022-46879 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46880, tool 2, firefox        , CVE-2022-46880 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46881, tool 2, firefox        , CVE-2022-46881 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46882, tool 2, firefox        , CVE-2022-46882 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46883, tool 2, firefox        , CVE-2022-46883 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46884, tool 2, firefox        , CVE-2022-46884 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2022-46885, tool 2, firefox        , CVE-2022-46885 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-0767, tool 2, firefox        , CVE-2023-0767  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23597, tool 2, firefox        , CVE-2023-23597 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23598, tool 2, firefox        , CVE-2023-23598 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23599, tool 2, firefox        , CVE-2023-23599 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23600, tool 2, firefox        , CVE-2023-23600 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23601, tool 2, firefox        , CVE-2023-23601 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23602, tool 2, firefox        , CVE-2023-23602 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23603, tool 2, firefox        , CVE-2023-23603 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23604, tool 2, firefox        , CVE-2023-23604 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23605, tool 2, firefox        , CVE-2023-23605 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-23606, tool 2, firefox        , CVE-2023-23606 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25728, tool 2, firefox        , CVE-2023-25728 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25729, tool 2, firefox        , CVE-2023-25729 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25730, tool 2, firefox        , CVE-2023-25730 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25731, tool 2, firefox        , CVE-2023-25731 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25732, tool 2, firefox        , CVE-2023-25732 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25733, tool 2, firefox        , CVE-2023-25733 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25734, tool 2, firefox        , CVE-2023-25734 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25735, tool 2, firefox        , CVE-2023-25735 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25736, tool 2, firefox        , CVE-2023-25736 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25737, tool 2, firefox        , CVE-2023-25737 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25738, tool 2, firefox        , CVE-2023-25738 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25739, tool 2, firefox        , CVE-2023-25739 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25740, tool 2, firefox        , CVE-2023-25740 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25741, tool 2, firefox        , CVE-2023-25741 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25742, tool 2, firefox        , CVE-2023-25742 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25744, tool 2, firefox        , CVE-2023-25744 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25745, tool 2, firefox        , CVE-2023-25745 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25747, tool 2, firefox        , CVE-2023-25747 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25748, tool 2, firefox        , CVE-2023-25748 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25749, tool 2, firefox        , CVE-2023-25749 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25750, tool 2, firefox        , CVE-2023-25750 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25751, tool 2, firefox        , CVE-2023-25751 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-25752, tool 2, firefox        , CVE-2023-25752 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28159, tool 2, firefox        , CVE-2023-28159 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28160, tool 2, firefox        , CVE-2023-28160 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28161, tool 2, firefox        , CVE-2023-28161 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28162, tool 2, firefox        , CVE-2023-28162 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28163, tool 2, firefox        , CVE-2023-28163 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28164, tool 2, firefox        , CVE-2023-28164 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28176, tool 2, firefox        , CVE-2023-28176 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-28177, tool 2, firefox        , CVE-2023-28177 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29531, tool 2, firefox        , CVE-2023-29531 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29532, tool 2, firefox        , CVE-2023-29532 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29533, tool 2, firefox        , CVE-2023-29533 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29534, tool 2, firefox        , CVE-2023-29534 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29535, tool 2, firefox        , CVE-2023-29535 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29536, tool 2, firefox        , CVE-2023-29536 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29537, tool 2, firefox        , CVE-2023-29537 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29538, tool 2, firefox        , CVE-2023-29538 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29539, tool 2, firefox        , CVE-2023-29539 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29540, tool 2, firefox        , CVE-2023-29540 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
